WELL ID,PRESSURE TRANSDUCER SERIAL NUMBER,DATE-TIME PRESSURE TRANSDUCER INSTALLED,SERIAL,TYPE,raw Pressure [kPa] DSID
mh3tree,2096265,,2096265,ATMP,8022
